Frame ID,ArUco ID,Left-Up X,Left-Up Y,Right-Up X,Right-Up Y,Right-Down X,Right-Down Y,Left-Down X,Left-Down Y,Distance,Yaw,Pitch,Roll
50,0,398.0,278.0,412.0,276.0,412.0,293.0,399.0,295.0,2.0651535583110627,-0.25757513836147006,-0.7368473876979339,-2.7683593173962766
51,0,392.0,278.0,405.0,276.0,405.0,293.0,392.0,295.0,2.0587089590860677,-0.06781632702903916,0.6034591980020334,3.0396122960544427
52,0,385.0,279.0,399.0,276.0,399.0,294.0,386.0,295.0,2.0661006404733144,-0.07151643487216415,0.5489406727093923,3.0744763916695996
55,0,367.0,279.0,381.0,277.0,381.0,294.0,368.0,296.0,2.0747837323462277,-0.2740898311917674,-0.7857666805011484,-2.7469611969242074
56,0,362.0,280.0,375.0,278.0,375.0,294.0,362.0,296.0,2.1847536069120435,-0.08275878135128097,0.5015948991704023,3.0088275693000583
57,0,356.0,280.0,369.0,278.0,370.0,294.0,356.0,296.0,2.1979494341396393,-0.08794753977436179,0.43643592838495454,3.0421759635410113
58,0,350.0,280.0,364.0,278.0,364.0,295.0,351.0,297.0,2.081556127873768,-0.2836275534450724,-0.8134109919677088,-2.735526414454749
59,0,345.0,280.0,358.0,278.0,359.0,295.0,345.0,297.0,2.084026602298324,-0.07671304203516283,0.5005990504516481,3.0672539128482907
60,0,340.0,280.0,353.0,278.0,353.0,296.0,340.0,297.0,2.0347297048309243,-0.035077225519019664,0.5702952081494259,3.0914871286407286
61,0,334.0,281.0,348.0,279.0,348.0,296.0,335.0,297.0,2.163003152753624,-0.050591974250285665,0.44887759305968983,3.1086388073844735
62,0,329.0,281.0,342.0,279.0,343.0,296.0,330.0,298.0,2.103145193043116,-0.07641115340674426,0.5224327909136981,3.115331925661503
63,0,324.0,281.0,337.0,279.0,338.0,296.0,325.0,298.0,2.1059933966699984,-0.07670661497450665,0.5172365962677665,3.1149794875088346
64,0,319.0,281.0,332.0,279.0,333.0,296.0,320.0,298.0,2.1089394082697366,-0.07700024697798546,0.5121044986053527,3.1146347456780603
66,0,309.0,282.0,323.0,280.0,323.0,297.0,310.0,298.0,2.1775403640388107,-0.05308747105725769,0.4248617239703058,3.1053172333727197
67,0,305.0,282.0,318.0,280.0,318.0,297.0,305.0,298.0,2.1715469619059804,-0.04954509330451073,0.47213949457090115,3.067577036739946
68,0,300.0,282.0,313.0,280.0,314.0,297.0,301.0,299.0,2.1205170333186434,-0.07885330550384835,0.493216462295621,3.1122998227800722
69,0,295.0,282.0,308.0,280.0,309.0,297.0,296.0,299.0,2.1239302093128534,-0.0791290223196944,0.4883847864572303,3.1120092881250474
70,0,291.0,282.0,304.0,281.0,304.0,298.0,292.0,299.0,2.1417280743842095,-0.27095521734841127,-1.0040352346742625,-2.80394282317261
71,0,286.0,283.0,300.0,281.0,300.0,298.0,287.0,299.0,2.19316498981274,-0.05526834963983272,0.40422148698342375,3.102652077045998
72,0,282.0,283.0,295.0,281.0,296.0,297.0,283.0,299.0,2.260380144794835,-0.09206672886608844,0.40720594481249256,3.0953426856058455
73,0,277.0,283.0,290.0,281.0,291.0,298.0,278.0,300.0,2.1365243380710175,-0.08082270005782173,0.47152469794164975,3.1100045167719648
74,0,273.0,283.0,286.0,281.0,287.0,297.0,274.0,300.0,2.184201132583207,-0.39782043529431965,-0.9367907298457606,-2.633790357331413
75,0,269.0,283.0,282.0,282.0,282.0,298.0,269.0,300.0,2.197697659035954,-0.30814044887934955,-0.9696931885555565,-2.6869332009427196
76,0,264.0,284.0,277.0,281.0,278.0,298.0,265.0,300.0,2.1911971822521767,-0.11900705494838526,0.43304675578248053,3.056290082876615
77,0,260.0,284.0,273.0,282.0,274.0,298.0,261.0,300.0,2.278133392074384,-0.09374272756652194,0.38873228965973533,3.0937729221966404
78,0,256.0,283.0,269.0,282.0,269.0,299.0,256.0,300.0,2.1606068324457657,-0.017292330645486208,0.45293057150387184,3.1174899252297155
79,0,252.0,284.0,265.0,282.0,265.0,299.0,252.0,300.0,2.2118409101046073,-0.05439123440558694,0.42465480094346614,3.0639842474515993
80,0,247.0,284.0,260.0,282.0,261.0,299.0,248.0,300.0,2.2349407294998964,-0.056214589850766356,0.4112137352704043,-3.1353812492064663
81,0,243.0,284.0,256.0,282.0,257.0,299.0,244.0,301.0,2.1640884535530054,-0.08321220606942603,0.4417201878426899,3.107594047604292
82,0,239.0,284.0,252.0,282.0,253.0,299.0,240.0,301.0,2.1676647706078254,-0.08340345033446932,0.43838356247620824,3.1074517933079275
83,0,235.0,284.0,247.0,282.0,249.0,299.0,236.0,301.0,2.1778223844898053,-0.0822553374684607,0.47157143131594986,-3.1340954672217882
84,0,231.0,284.0,244.0,283.0,244.0,300.0,232.0,301.0,2.1907159563421694,-0.3288045196043744,-1.101845249491322,-2.7416477756277247
85,0,227.0,284.0,240.0,283.0,240.0,300.0,228.0,301.0,2.1945139313943733,-0.33382503366743843,-1.1082319157394405,-2.736257976490394
86,0,223.0,284.0,236.0,283.0,236.0,300.0,224.0,301.0,2.1983682487831513,-0.3389799626589964,-1.114605466603085,-2.73073977837306
87,0,219.0,285.0,232.0,283.0,232.0,300.0,220.0,301.0,2.255641806111543,-0.0545640601990007,0.4333944066678773,3.10928471881431
89,0,211.0,285.0,223.0,283.0,224.0,300.0,212.0,301.0,2.2717105082871716,-0.05317977014815995,0.4630090931803499,-3.1321534582297725
90,0,207.0,285.0,219.0,283.0,220.0,300.0,208.0,301.0,2.275911862716944,-0.05340506160174164,0.4597702458310322,-3.132475904514455
91,0,203.0,285.0,215.0,283.0,216.0,300.0,204.0,301.0,2.2801694306033644,-0.05362841489574749,0.45656379481298925,-3.132793962953069
92,0,199.0,285.0,211.0,283.0,212.0,300.0,200.0,301.0,2.284482905281771,-0.05384984359625309,0.4533894581007827,-3.133107654958767
93,0,195.0,285.0,208.0,283.0,209.0,299.0,196.0,301.0,2.3425707287018085,-0.09717153337917446,0.34061731606396345,3.092135292466027
94,0,191.0,285.0,204.0,283.0,205.0,300.0,192.0,301.0,2.290957012124477,-0.05986441327766626,0.3689836330801146,-3.1407235583015063
95,0,188.0,285.0,200.0,283.0,201.0,300.0,189.0,301.0,2.2966307026194888,-0.0544489608667458,0.4448233036478282,-3.133947985156671
96,0,184.0,285.0,197.0,283.0,198.0,300.0,185.0,301.0,2.2988008670227242,-0.06021588617757662,0.3641563094494044,-3.1412075999220277
97,0,180.0,285.0,193.0,283.0,194.0,300.0,181.0,301.0,2.303358477946826,-0.06041400952892972,0.36144086434945233,-3.141477274163081
99,0,173.0,285.0,186.0,283.0,187.0,300.0,174.0,301.0,2.311465105558979,-0.06075603551600647,0.3567628267310124,3.141248014286127
100,0,170.0,285.0,182.0,283.0,183.0,300.0,171.0,301.0,2.3173988219888826,-0.055398919211010623,0.43130965769262364,-3.1352536371298125
101,0,166.0,285.0,179.0,283.0,180.0,300.0,167.0,301.0,2.3197367354346645,-0.06109217896045657,0.35217729681091686,3.1408028808625255
102,0,162.0,285.0,175.0,283.0,176.0,300.0,163.0,301.0,2.324536794065024,-0.061281658316396946,0.3495977905768778,3.140555080470924
103,0,158.0,285.0,172.0,283.0,173.0,299.0,160.0,301.0,2.3928673289419127,-0.4359295587962869,-1.0527192807649,-2.632567562752033
104,0,155.0,285.0,168.0,283.0,169.0,300.0,156.0,301.0,2.333064189984223,-0.06160875997215172,0.3451537683522553,3.140132695696136
106,0,148.0,285.0,160.0,283.0,161.0,300.0,149.0,301.0,2.3442450040386773,-0.056510361257035735,0.41560850069221794,-3.1367359221393283
108,0,140.0,285.0,153.0,283.0,155.0,299.0,142.0,301.0,2.4226992128516054,-0.10047708235703645,0.3005250511581876,-3.1090958919697615
110,0,133.0,285.0,146.0,283.0,147.0,300.0,135.0,301.0,2.366050048392827,-0.059780903489841726,0.3677037698502797,-3.1029241456356957
112,0,127.0,284.0,139.0,283.0,140.0,300.0,128.0,301.0,2.311652017300635,-0.020852977956959378,0.42390776315222156,-3.09735812722361
113,0,123.0,284.0,135.0,282.0,137.0,300.0,124.0,301.0,2.2453359760948737,-0.051237979907676215,0.4127965439252883,-3.101485545075891
114,0,119.0,284.0,132.0,282.0,134.0,299.0,121.0,301.0,2.309790320068251,-0.08937951397437001,0.3493931215909581,-3.1070566680601943
115,0,116.0,284.0,129.0,283.0,130.0,300.0,117.0,300.0,2.398928339685767,4.218512607366633e-05,0.3180049325410119,-3.065150707829807
116,0,112.0,284.0,125.0,282.0,127.0,299.0,114.0,301.0,2.3190197166926194,-0.08964932579137107,0.3452354466341154,-3.1076515447268402
117,0,109.0,284.0,122.0,282.0,124.0,299.0,111.0,301.0,2.3230189030605266,-0.0897637521545114,0.34347792421249373,-3.107903217120877
119,0,103.0,284.0,115.0,282.0,117.0,299.0,104.0,300.0,2.4075957445102225,-0.06131618515585088,0.34928210646724034,-3.1064537443106306
120,0,99.0,284.0,113.0,282.0,114.0,299.0,101.0,300.0,2.411129859596484,-0.06650929748391761,0.27284059679725514,-3.11002951810409
121,0,96.0,283.0,109.0,282.0,110.0,299.0,98.0,300.0,2.354456054521466,-0.024771220147865834,0.36958429380843466,-3.067395999152822
122,0,93.0,283.0,106.0,281.0,108.0,298.0,95.0,300.0,2.345298681536067,-0.08988106073796544,0.33429219042204456,-3.108622929420942
123,0,90.0,283.0,103.0,281.0,105.0,298.0,92.0,300.0,2.3494594617429043,-0.08999357602603887,0.33262414761816167,-3.1088674257313342
124,0,87.0,283.0,100.0,281.0,102.0,298.0,89.0,300.0,2.35364545827559,-0.09010537105689499,0.3309696826608957,-3.109109950527417
125,0,84.0,283.0,98.0,281.0,99.0,298.0,86.0,300.0,2.3528379934728507,-0.6634985484991279,-1.2214330057285911,-2.4069042185340006
126,0,82.0,283.0,95.0,281.0,96.0,298.0,84.0,300.0,2.358312768527471,-0.8189376561691029,-1.2754931998419998,-2.2629375629110804
127,0,79.0,283.0,92.0,281.0,94.0,298.0,81.0,300.0,2.364930399542299,-0.09040000153299328,0.3266231888283489,-3.1097471085048647
128,0,76.0,283.0,90.0,281.0,91.0,298.0,77.0,299.0,2.4372189459845583,-0.06999749171887243,0.22675176977086778,3.129245795043356
129,0,74.0,282.0,87.0,281.0,89.0,298.0,75.0,299.0,2.3857775965413364,-0.03228717164915032,0.2879208499664106,-3.0739876086228133
130,0,71.0,283.0,85.0,281.0,86.0,298.0,73.0,299.0,2.4521486526440044,-0.06719802630312002,0.25961152632342266,-3.1119808322688702
131,49,463.0,682.0,467.0,656.0,474.0,658.0,473.0,685.0,1.5710405811382657,-1.462231100035745,-0.48098218882113664,-1.9663776540685598
131,0,69.0,282.0,82.0,281.0,84.0,297.0,71.0,299.0,2.458758440928835,-0.6628566167944044,-1.2628977779501216,-2.467826934413169
132,7,453.0,385.0,475.0,385.0,473.0,407.0,451.0,405.0,1.5754069502825914,0.037454314789097505,0.12921930091133438,2.760889233707764
132,0,67.0,282.0,80.0,281.0,82.0,297.0,68.0,299.0,2.4592549275976374,-0.6017802825939277,-1.2374524182278346,-2.487281593626258
133,7,450.0,385.0,472.0,385.0,472.0,405.0,449.0,406.0,1.5503737915141067,-0.025066933805302026,0.06495320667230955,2.650304872016285
133,0,65.0,282.0,78.0,281.0,80.0,297.0,66.0,299.0,2.4622591466581207,-0.6076450799290716,-1.240209815978065,-2.4812062843316864
134,7,449.0,384.0,470.0,385.0,469.0,406.0,447.0,405.0,1.620148201127637,0.0426905175419923,0.06822059583266972,2.8457807109676976
134,0,62.0,283.0,76.0,281.0,77.0,298.0,64.0,299.0,2.465649060916436,-0.06752639871110581,0.25560811922357846,-3.11272170631578
135,7,447.0,384.0,468.0,385.0,467.0,406.0,445.0,405.0,1.6204911259165498,0.042847815241953184,0.06497246558831082,2.8461133030896772
135,0,61.0,282.0,74.0,280.0,76.0,297.0,62.0,299.0,2.3863007688403433,-0.0930119827898044,0.2846621182391303,3.1353412493620407
136,7,445.0,384.0,466.0,385.0,465.0,406.0,443.0,405.0,1.6208588238236907,0.043005384973734816,0.061732311552528285,2.846474353665912
136,0,59.0,282.0,72.0,280.0,74.0,297.0,60.0,299.0,2.389233778485392,-0.0930793504512528,0.28371900503478287,3.1352758939317686
137,7,443.0,384.0,464.0,385.0,463.0,406.0,441.0,405.0,1.621251308484868,0.04316322294228862,0.05850017570905561,2.846864046743523
137,0,57.0,282.0,70.0,280.0,72.0,297.0,58.0,299.0,2.3921775369682967,-0.09314641390114188,0.28278112172856323,3.1352112486914283
138,7,441.0,384.0,463.0,385.0,461.0,406.0,439.0,404.0,1.5880850823988586,0.06560887863342152,0.035513782119457396,2.7164791200378464
138,0,55.0,282.0,68.0,280.0,70.0,298.0,57.0,299.0,2.3394362680468657,-0.05560045911020492,0.33911734084671075,-3.0756399368138583
139,7,439.0,384.0,461.0,385.0,460.0,406.0,438.0,405.0,1.5944901689520108,0.047579878609684455,-0.04103889639435551,-2.8909879679389503
139,0,53.0,282.0,67.0,280.0,68.0,298.0,55.0,299.0,2.3397294124579613,-0.057834737769828004,0.30654869748069297,-3.109327641242771
140,7,437.0,384.0,459.0,385.0,458.0,406.0,436.0,405.0,1.5948868280465125,0.04770845065870248,-0.0433804654958182,-2.89148765003153
140,0,51.0,282.0,65.0,280.0,67.0,297.0,53.0,299.0,2.404376372244361,-0.09600527339771997,0.24334380908450862,-3.1155140404373927
141,7,436.0,384.0,458.0,385.0,456.0,406.0,434.0,404.0,1.5891610451299887,0.06600489543497569,0.027598582901302248,2.7168545928786605
141,0,50.0,282.0,64.0,280.0,65.0,297.0,52.0,299.0,2.4024592473455857,-0.7795439844449215,-1.2622662008560952,-2.2864566704768383
142,7,434.0,384.0,456.0,385.0,455.0,406.0,433.0,405.0,1.5955295520465014,0.047902066479251736,-0.046884477938962436,-2.8922855546659307
142,0,48.0,282.0,62.0,280.0,64.0,297.0,51.0,299.0,2.41165972613579,-0.7796339005579601,-1.2618104257948233,-2.3547713251872184
143,7,433.0,384.0,455.0,385.0,453.0,406.0,432.0,405.0,1.6234370331689862,0.05373335279760131,-0.14220211282203102,-2.953614838367167
144,7,431.0,384.0,453.0,384.0,452.0,405.0,430.0,404.0,1.594974843277721,0.02900190475934463,-0.10857194676645826,-2.8193833715381906
144,0,46.0,281.0,60.0,280.0,61.0,297.0,47.0,298.0,2.423669577977481,-0.03572058924061102,0.24125993824240316,-3.113632349725831
145,7,430.0,384.0,452.0,384.0,450.0,406.0,429.0,405.0,1.598501253528585,0.015181390266824432,0.16365424430634326,2.894696107184891
145,0,44.0,282.0,58.0,280.0,60.0,297.0,46.0,298.0,2.496197283677582,-0.0715213380931958,0.20971167711077215,-3.079563356163251
146,7,429.0,384.0,451.0,384.0,450.0,405.0,428.0,404.0,1.595510511745133,0.029139562473841196,-0.11108822542278,-2.8199035024831884
146,0,43.0,282.0,57.0,280.0,58.0,297.0,45.0,298.0,2.4953566219052723,-0.06784605781827727,0.24743862417424178,-3.113787121457164
147,7,428.0,384.0,450.0,384.0,449.0,405.0,427.0,405.0,1.5849288743943748,0.009639439736119729,-0.19025524382606104,-2.865055634395997
147,0,42.0,281.0,56.0,280.0,57.0,297.0,44.0,298.0,2.4335045411979905,-0.03254943100157374,0.27295122489586887,-3.076219883096498
148,7,427.0,384.0,449.0,384.0,448.0,405.0,426.0,404.0,1.5960717973578418,0.029277696644507703,-0.11360443838292023,-2.8204447233922716
148,0,41.0,281.0,55.0,280.0,56.0,297.0,43.0,298.0,2.435036530378956,-0.0325906717874214,0.27250679536640954,-3.0763460958317306
149,7,427.0,383.0,448.0,385.0,447.0,405.0,425.0,404.0,1.6302967499370462,0.07400991298376432,-0.06371740624184669,2.7786793758883115
149,0,40.0,281.0,54.0,280.0,55.0,297.0,42.0,298.0,2.436571094203468,-0.032631800076593956,0.2720636010639146,-3.0764719658473583
150,7,425.0,383.0,447.0,384.0,446.0,405.0,424.0,404.0,1.597699618435171,0.04842392877645551,-0.05766792262879605,-2.8938701843868384
150,0,39.0,281.0,52.0,279.0,54.0,297.0,41.0,298.0,2.363617680573616,-0.055803279474689736,0.33068555075358563,-3.0769673533164004
151,7,424.0,383.0,446.0,384.0,445.0,405.0,423.0,404.0,1.5979840888744425,0.04848820878242112,-0.0588286053180841,-2.894208935729527
151,0,38.0,281.0,52.0,279.0,54.0,296.0,40.0,298.0,2.424466961887487,-0.09607411728873216,0.23798993503247184,-3.116019698719967
152,7,424.0,383.0,446.0,385.0,444.0,405.0,422.0,403.0,1.5929365940051072,0.09466985027936321,-0.07321775526269546,-2.7698646551381465
152,0,38.0,281.0,51.0,279.0,53.0,296.0,39.0,298.0,2.4210776226614033,-0.09337422527962821,0.27410784959634593,3.135090254923668
153,7,423.0,383.0,445.0,384.0,444.0,405.0,422.0,404.0,1.5982749122024578,0.04855257661534009,-0.05998788153352805,-2.8945542855132045
153,0,37.0,281.0,51.0,279.0,52.0,297.0,39.0,298.0,2.363742404737444,-0.058042015451767744,0.2987765233676764,-3.1101388632818248
154,7,422.0,383.0,444.0,384.0,443.0,405.0,421.0,404.0,1.598572086751887,0.04861703087432885,-0.061145725748512514,-2.8949062462349233
154,0,36.0,281.0,50.0,279.0,52.0,296.0,38.0,298.0,2.427523251287041,-0.09613595467498928,0.23719235460119106,-3.1161596534373355
